,timestamp,state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
161,1619976905,Punjab,Tarntaran,Patti,Papaya,Other,02/05/2021,1800,2300,2000
162,1619976905,Punjab,Tarntaran,Patti,Potato,Other,02/05/2021,500,700,600
163,1619976905,Punjab,Tarntaran,Patti,Pumpkin,Other,02/05/2021,400,700,500
164,1619976905,Punjab,Tarntaran,Patti,Raddish,Other,02/05/2021,700,800,800
165,1619976905,Punjab,Tarntaran,Patti,Tomato,Other,02/05/2021,1000,1800,1400
166,1619976905,Punjab,Tarntaran,Patti,Water Melon,Other,02/05/2021,500,700,600
167,1619976905,Punjab,Tarntaran,Patti,Wheat,147 Average,02/05/2021,1975,1975,1975
168,1619976905,Tamil Nadu,Coimbatore,Madathukulam,Coconut,Coconut,02/05/2021,2500,2700,2600
169,1619976905,Tamil Nadu,Coimbatore,Madathukulam,Paddy(Dhan)(Common),Other,02/05/2021,1750,1775,1765
170,1619976905,Tripura,Dhalai,Chowmanu,Bhindi(Ladies Finger),Bhindi,02/05/2021,6000,7000,6500
171,1619976905,Tripura,Dhalai,Chowmanu,Cowpea(Veg),Cowpea (Veg),02/05/2021,4000,5000,4500
172,1619976905,Tripura,Dhalai,Chowmanu,Cucumbar(Kheera),Cucumbar,02/05/2021,4000,5000,4500
173,1619976905,Tripura,Dhalai,Kulai,Amaranthus,Amaranthus,02/05/2021,400,600,500
174,1619976905,Tripura,Dhalai,Kulai,Bhindi(Ladies Finger),Bhindi,02/05/2021,1800,2000,1900
175,1619976905,Tripura,Dhalai,Kulai,Bitter gourd,Bitter Gourd,02/05/2021,2300,2500,2400
176,1619976905,Tripura,Dhalai,Kulai,Green Chilli,Green Chilly,02/05/2021,3800,4000,3900
177,1619976905,Tripura,Dhalai,Kulai,Potato,Local,02/05/2021,1300,1500,1400
178,1619976905,Tripura,Dhalai,Masli,Bhindi(Ladies Finger),Bhindi,02/05/2021,3000,4000,3500
179,1619976905,Tripura,Dhalai,Masli,Bitter gourd,Bitter Gourd,02/05/2021,3000,4000,3500
180,1619976905,Tripura,Dhalai,Masli,Brinjal,Round/Long,02/05/2021,2000,3000,2500
181,1619976905,Tripura,Dhalai,Masli,Cock,Boiler/Firm(White),02/05/2021,150,200,180
182,1619976905,Tripura,Dhalai,Masli,Green Chilli,Green Chilly,02/05/2021,5000,6000,5500
183,1619976905,Tripura,Dhalai,Masli,Potato,Local,02/05/2021,1600,2000,1800
184,1619976905,Tripura,Dhalai,Masli,Ridge gourd(Tori),Ridgeguard(Tori),02/05/2021,3500,4000,3600
185,1619976905,Tripura,Gomati,Garjee,Bhindi(Ladies Finger),Bhindi,02/05/2021,2500,3000,2750
186,1619976905,Tripura,Gomati,Garjee,Bitter gourd,Bitter Gourd,02/05/2021,2500,3000,2780
187,1619976905,Tripura,Gomati,Garjee,Brinjal,Round/Long,02/05/2021,2500,3000,2750
188,1619976905,Tripura,Gomati,Garjee,French Beans (Frasbean),French Beans (Frasbean),02/05/2021,3000,3500,3370
189,1619976905,Tripura,Gomati,Garjee,Potato,Jalander,02/05/2021,1300,1400,1370
190,1619976905,Tripura,Gomati,Garjee,Ridge gourd(Tori),Ridgeguard(Tori),02/05/2021,3000,3500,3470
191,1619976905,Tripura,Gomati,Garjee,Sponge gourd,Sponge gourd,02/05/2021,8000,9000,8950
192,1619976905,Tripura,North Tripura,Panisagar,Bhindi(Ladies Finger),Bhindi,02/05/2021,2000,2200,2100
193,1619976905,Tripura,North Tripura,Panisagar,Bottle gourd,Bottle Gourd,02/05/2021,1400,1500,1450
194,1619976905,Tripura,North Tripura,Panisagar,Brinjal,Round/Long,02/05/2021,2000,2500,2250
195,1619976905,Tripura,North Tripura,Panisagar,Cowpea(Veg),Cowpea (Veg),02/05/2021,2150,2200,2175
196,1619976905,Tripura,North Tripura,Panisagar,Ginger(Green),Green Ginger,02/05/2021,3900,4000,3950
197,1619976905,Tripura,Sepahijala,Sonamura,Banana - Green,Banana - Green,02/05/2021,4000,6000,5000
198,1619976905,Tripura,Sepahijala,Sonamura,Bhindi(Ladies Finger),Bhindi,02/05/2021,2200,3000,2400
199,1619976905,Tripura,Sepahijala,Sonamura,Bitter gourd,Bitter Gourd,02/05/2021,3000,4000,3500
200,1619976905,Tripura,Sepahijala,Sonamura,Brinjal,Round/Long,02/05/2021,2400,3000,2800
201,1619976905,Tripura,Sepahijala,Sonamura,Cock,Boiler/Firm(White),02/05/2021,230,250,240
202,1619976905,Tripura,Sepahijala,Sonamura,Cucumbar(Kheera),Cucumbar,02/05/2021,3000,3500,3200
203,1619976905,Tripura,Sepahijala,Sonamura,Fish,Katla(Big),02/05/2021,29000,31000,30000
204,1619976905,Tripura,South District,Biokhora,Banana - Green,Banana - Green,02/05/2021,1800,2000,1900
205,1619976905,Tripura,South District,Biokhora,Bitter gourd,Bitter Gourd,02/05/2021,3000,4000,3200
206,1619976905,Tripura,South District,Biokhora,Cowpea(Veg),Cowpea (Veg),02/05/2021,3000,4000,3500
207,1619976905,Tripura,South District,Biokhora,Green Chilli,Green Chilly,02/05/2021,6000,8000,6500
208,1619976905,Tripura,South District,Biokhora,Ridge gourd(Tori),Ridgeguard(Tori),02/05/2021,3000,4000,3500
209,1619976905,Tripura,Unokoti,Pabiacherra,Amaranthus,Amaranthus,02/05/2021,450,500,480
210,1619976905,Tripura,Unokoti,Pabiacherra,Ashgourd,Ashgourd,02/05/2021,2000,2200,2050
211,1619976905,Tripura,Unokoti,Pabiacherra,Banana,Champa,02/05/2021,1060,1200,1120
212,1619976905,Tripura,Unokoti,Pabiacherra,Banana - Green,Banana - Green,02/05/2021,1250,1300,1280
213,1619976905,Tripura,Unokoti,Pabiacherra,Bhindi(Ladies Finger),Bhindi,02/05/2021,2200,2400,2260
214,1619976905,Tripura,Unokoti,Pabiacherra,Bitter gourd,Bitter Gourd,02/05/2021,2600,3000,2800
215,1619976905,Tripura,Unokoti,Pabiacherra,Brinjal,Round/Long,02/05/2021,3000,3400,3200
216,1619976905,Tripura,Unokoti,Pabiacherra,Cowpea(Veg),Cowpea (Veg),02/05/2021,2200,2400,2260
217,1619976905,Tripura,Unokoti,Pabiacherra,Drumstick,Drumstick,02/05/2021,160,250,200
218,1619976905,Tripura,Unokoti,Pabiacherra,Ginger(Green),Green Ginger,02/05/2021,5800,6200,6000
219,1619976905,Tripura,Unokoti,Pabiacherra,Green Chilli,Green Chilly,02/05/2021,6000,6500,6250
220,1619976905,Tripura,Unokoti,Pabiacherra,Leafy Vegetable,Leafy Vegetables,02/05/2021,500,550,520
221,1619976905,Tripura,Unokoti,Pabiacherra,Papaya (Raw),Papaya (Raw),02/05/2021,2200,2400,2250
222,1619976905,Tripura,Unokoti,Pabiacherra,Pointed gourd (Parval),Pointed gourd (Parval),02/05/2021,5000,5250,5200
223,1619976905,Tripura,Unokoti,Pabiacherra,Potato,Other,02/05/2021,1320,1410,1360
224,1619976905,Tripura,Unokoti,Pabiacherra,Rice,Other,02/05/2021,2860,3010,2900
225,1619976905,Tripura,Unokoti,Pabiacherra,Ridge gourd(Tori),Ridgeguard(Tori),02/05/2021,2800,3000,2820
226,1619976905,Tripura,Unokoti,Pabiacherra,Sweet Pumpkin,Other,02/05/2021,1600,1800,1750
227,1619976905,Uttar Pradesh,Agra,Achnera,Bottle gourd,Bottle Gourd,02/05/2021,720,800,760
228,1619976905,Uttar Pradesh,Agra,Achnera,Cabbage,Cabbage,02/05/2021,720,820,770
229,1619976905,Uttar Pradesh,Agra,Achnera,Cauliflower,Cauliflower,02/05/2021,1420,1500,1460
230,1619976905,Uttar Pradesh,Agra,Achnera,Green Chilli,Green Chilly,02/05/2021,2300,2380,2340
231,1619976905,Uttar Pradesh,Agra,Achnera,Onion,Red,02/05/2021,1360,1440,1400
232,1619976905,Uttar Pradesh,Agra,Achnera,Potato,Desi,02/05/2021,750,810,780
233,1619976905,Uttar Pradesh,Agra,Achnera,Pumpkin,Pumpkin,02/05/2021,700,780,740
234,1619976905,Uttar Pradesh,Agra,Achnera,Tomato,Deshi,02/05/2021,600,700,650
235,1619976905,Uttar Pradesh,Badaun,Babrala,Wheat,Dara,02/05/2021,1800,1850,1830
236,1619976905,Uttar Pradesh,Baghpat,Khekda,Bottle gourd,Bottle Gourd,02/05/2021,900,1100,1000
237,1619976905,Uttar Pradesh,Baghpat,Khekda,Brinjal,Round/Long,02/05/2021,1300,1500,1400
238,1619976905,Uttar Pradesh,Baghpat,Khekda,Cucumbar(Kheera),Cucumbar,02/05/2021,600,800,700
239,1619976905,Uttar Pradesh,Baghpat,Khekda,Karbuja(Musk Melon),Karbhuja,02/05/2021,1700,1900,1800
240,1619976905,Uttar Pradesh,Baghpat,Khekda,Onion,Red,02/05/2021,1300,1500,1400
241,1619976905,Uttar Pradesh,Baghpat,Khekda,Potato,Potato,02/05/2021,700,900,800
242,1619976905,Uttar Pradesh,Baghpat,Khekda,Pumpkin,Pumpkin,02/05/2021,500,700,600
243,1619976905,Uttar Pradesh,Baghpat,Khekda,Tomato,Local,02/05/2021,500,700,600
244,1619976905,Uttar Pradesh,Baghpat,Khekda,Water Melon,Other,02/05/2021,900,1100,1000
245,1619976905,Uttar Pradesh,Barabanki,Rudauli,Bottle gourd,Bottle Gourd,02/05/2021,900,1100,1000
246,1619976905,Uttar Pradesh,Barabanki,Rudauli,Cucumbar(Kheera),Cucumbar,02/05/2021,910,1010,960
247,1619976905,Uttar Pradesh,Barabanki,Rudauli,Green Chilli,Green Chilly,02/05/2021,2580,2650,2610
248,1619976905,Uttar Pradesh,Barabanki,Rudauli,Onion,Red,02/05/2021,1400,1480,1440
249,1619976905,Uttar Pradesh,Barabanki,Rudauli,Potato,Desi,02/05/2021,1000,1100,1050
250,1619976905,Uttar Pradesh,Barabanki,Rudauli,Pumpkin,Pumpkin,02/05/2021,1000,1100,1050
251,1619976905,Uttar Pradesh,Barabanki,Rudauli,Tomato,Deshi,02/05/2021,800,1000,900
252,1619976905,Uttar Pradesh,Barabanki,Rudauli,Wheat,Dara,02/05/2021,1930,2025,1975
253,1619976905,Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Potato,Potato,02/05/2021,800,800,800
254,1619976905,Uttar Pradesh,Bijnor,Haldaur,Wheat,Dara,02/05/2021,1650,1800,1700
255,1619976905,Uttar Pradesh,Farukhabad,Kamlaganj,Onion,Red,02/05/2021,1400,1500,1450
256,1619976905,Uttar Pradesh,Farukhabad,Kamlaganj,Potato,Desi,02/05/2021,700,900,800
257,1619976905,Uttar Pradesh,Jhansi,Moth,Cucumbar(Kheera),Cucumbar,02/05/2021,1040,1130,1100
258,1619976905,Uttar Pradesh,Jhansi,Moth,Green Chilli,Green Chilly,02/05/2021,2285,2365,2340
259,1619976905,Uttar Pradesh,Jhansi,Moth,Onion,Red,02/05/2021,1055,1200,1160
260,1619976905,Uttar Pradesh,Jhansi,Moth,Potato,Desi,02/05/2021,870,1000,960
261,1619976905,Uttar Pradesh,Jhansi,Moth,Tomato,Deshi,02/05/2021,725,820,790
262,1619976905,Uttar Pradesh,Muradabad,Sambhal,Apple,Delicious,02/05/2021,7800,9500,8500
263,1619976905,Uttar Pradesh,Muradabad,Sambhal,Bottle gourd,Bottle Gourd,02/05/2021,450,600,500
264,1619976905,Uttar Pradesh,Muradabad,Sambhal,Brinjal,Round/Long,02/05/2021,450,600,500
265,1619976905,Uttar Pradesh,Muradabad,Sambhal,Cauliflower,Cauliflower,02/05/2021,400,700,550
266,1619976905,Uttar Pradesh,Muradabad,Sambhal,Onion,Red,02/05/2021,500,1000,600
267,1619976905,Uttar Pradesh,Muradabad,Sambhal,Potato,Desi,02/05/2021,400,550,500
268,1619976905,Uttar Pradesh,Muradabad,Sambhal,Tomato,Deshi,02/05/2021,450,1050,800
269,1619976905,West Bengal,Bankura,Bishnupur(Bankura),Onion,Nasik,02/05/2021,2000,2200,2100
270,1619976905,West Bengal,Bankura,Bishnupur(Bankura),Potato,Jyoti,02/05/2021,1000,1050,1020
271,1619976905,West Bengal,Bankura,Bishnupur(Bankura),Rice,Common,02/05/2021,2600,2700,2650
272,1619976905,West Bengal,Bankura,Bishnupur(Bankura),Rice,Fine,02/05/2021,2850,3000,2900
273,1619976905,West Bengal,Bankura,Khatra,Cucumbar(Kheera),Cucumbar,02/05/2021,1500,1900,1600
274,1619976905,West Bengal,Bankura,Khatra,Potato,Jyoti,02/05/2021,1000,1050,1020
275,1619976905,West Bengal,Bankura,Khatra,Sweet Pumpkin,Sweet Pumpkin,02/05/2021,650,900,700
276,1619976905,West Bengal,Birbhum,Birbhum,Green Chilli,Green Chilly,02/05/2021,5000,7000,6000
277,1619976905,West Bengal,Birbhum,Birbhum,Onion,Other,02/05/2021,2000,2300,2100
278,1619976905,West Bengal,Birbhum,Birbhum,Paddy(Dhan)(Common),Common,02/05/2021,1810,1880,1850
279,1619976905,West Bengal,Birbhum,Birbhum,Potato,Other,02/05/2021,800,1000,900
280,1619976905,West Bengal,Birbhum,Birbhum,Rice,Common,02/05/2021,2410,2490,2430
281,1619976905,West Bengal,Birbhum,Birbhum,Tomato,Other,02/05/2021,700,1000,820
282,1619976905,West Bengal,Birbhum,Bolpur,Green Chilli,Green Chilly,02/05/2021,2000,2300,2100
283,1619976905,West Bengal,Birbhum,Bolpur,Paddy(Dhan)(Common),Common,02/05/2021,1810,1890,1830
284,1619976905,West Bengal,Birbhum,Bolpur,Potato,Jyoti,02/05/2021,810,1000,900
285,1619976905,West Bengal,Birbhum,Bolpur,Rice,Common,02/05/2021,2000,2300,2100
286,1619976905,West Bengal,Kolkata,Sealdah Koley Market,Bhindi(Ladies Finger),Other,02/05/2021,2400,3000,2800
287,1619976905,West Bengal,Kolkata,Sealdah Koley Market,Bitter gourd,Other,02/05/2021,3000,3600,3000
288,1619976905,West Bengal,Kolkata,Sealdah Koley Market,Brinjal,Other,02/05/2021,2000,4000,3000
289,1619976905,West Bengal,Kolkata,Sealdah Koley Market,Green Chilli,Other,02/05/2021,3500,4000,3600
290,1619976905,West Bengal,Kolkata,Sealdah Koley Market,Rice,Fine,02/05/2021,2650,2700,2700
291,1619976905,West Bengal,Kolkata,Sealdah Koley Market,Tomato,Other,02/05/2021,1200,1600,1400
292,1619976905,West Bengal,North 24 Parganas,Barasat,Bitter gourd,Other,02/05/2021,3000,3000,3000
293,1619976905,West Bengal,North 24 Parganas,Barasat,Brinjal,Other,02/05/2021,3000,3000,3000
294,1619976905,West Bengal,North 24 Parganas,Barasat,Green Chilli,Other,02/05/2021,3000,3000,3000
295,1619976905,West Bengal,North 24 Parganas,Barasat,Onion,Other,02/05/2021,2000,2000,2000
296,1619976905,West Bengal,North 24 Parganas,Barasat,Potato,Other,02/05/2021,1220,1220,1220
297,1619976905,West Bengal,North 24 Parganas,Barasat,Pumpkin,Other,02/05/2021,1000,1000,1000
298,1619976905,West Bengal,North 24 Parganas,Barasat,Tomato,Other,02/05/2021,800,800,800
299,1619976905,West Bengal,North 24 Parganas,Habra,Bitter gourd,Other,02/05/2021,3000,3200,3000
300,1619976905,West Bengal,North 24 Parganas,Habra,Brinjal,Other,02/05/2021,3200,3500,3300
301,1619976905,West Bengal,North 24 Parganas,Habra,Green Chilli,Other,02/05/2021,3400,3625,3500
302,1619976905,West Bengal,North 24 Parganas,Habra,Onion,Other,02/05/2021,1900,2000,2000
303,1619976905,West Bengal,North 24 Parganas,Habra,Papaya (Raw),Other,02/05/2021,1900,2350,2100
304,1619976905,West Bengal,North 24 Parganas,Habra,Potato,Other,02/05/2021,1200,1220,1200
305,1619976905,West Bengal,North 24 Parganas,Habra,Pumpkin,Other,02/05/2021,600,900,700
306,1619976905,West Bengal,North 24 Parganas,Habra,Tomato,Other,02/05/2021,900,1100,900
307,1619976905,West Bengal,Puruliya,Purulia,Brinjal,Other,02/05/2021,1100,1300,1200
308,1619976905,West Bengal,Puruliya,Purulia,Gur(Jaggery),Other,02/05/2021,3260,3350,3300
309,1619976905,West Bengal,Puruliya,Purulia,Onion,Other,02/05/2021,1500,1800,1600
310,1619976905,West Bengal,Puruliya,Purulia,Potato,Jyoti,02/05/2021,1000,1040,1020
311,1619976905,West Bengal,Puruliya,Purulia,Pumpkin,Other,02/05/2021,900,1100,1000
312,1619976905,West Bengal,Puruliya,Purulia,Tomato,Other,02/05/2021,900,1000,1000
